PaperID,CageID,Cabinet,Block,Population,Country,Lat,Long,Photoperiod,Generation,NumPupae,BFDate,OvipositionDate,InitialEggs,Subsampled,H1IndDate,H1CtDate,H1Count,H2IndDate,H2CtDate,H2Count,EmbryoCtDate,EmbryoCount,TotalHatch,TotalLarvaeEmbryos,Notes1,Notes2,,,,,,,,,,,,,,,,
220-1,220,11,A,WAV,US,37.05,-77.1,13.75,F3,64,5/7/19,5/13/19,410,NA,5/28/19,5/30/19,203,6/8/19,6/9/19,5,6/10/19,111,208,319,NA,NA,,,,,,,,,,,,,,,,
221-1,221,12,A,BER,US,39.77,-74.9,8,F3,63,5/8/19,5/13/19,116,NA,5/27/19,5/29/19,0,6/8/19,6/9/19,1,6/10/19,78,1,79,NA,NA,,,,,,,,,,,,,,,,
222-1,222,12,A,BRU,US,31.13,-81.5,8,F3,63,5/8/19,5/13/19,46,NA,5/27/19,5/29/19,28,6/8/19,6/9/19,0,6/10/19,5,28,33,NA,NA,,,,,,,,,,,,,,,,
223-1,223,12,A,KAG,JP,31.6,130.6,8,F4,73,5/8/19,5/13/19,125,NA,5/27/19,5/29/19,8,6/8/19,6/9/19,1,6/10/19,82,9,91,NA,NA,,,,,,,,,,,,,,,,
224-1,224,12,A,KAN,JP,36.56,136.7,8,F3,59,5/8/19,5/13/19,43,NA,5/27/19,5/29/19,0,6/8/19,6/9/19,0,6/10/19,37,0,37,NA,NA,,,,,,,,,,,,,,,,
225-1,225,12,A,KYO,JP,35,135.8,8,F4,67,5/8/19,5/13/19,19,NA,5/27/19,5/29/19,0,6/8/19,6/9/19,0,6/10/19,17,0,17,NA,NA,,,,,,,,,,,,,,,,
226-1,226,12,A,NVA,US,36.35,-78.4,8,F3,57,5/8/19,5/13/19,69,NA,5/27/19,5/29/19,10,6/8/19,6/9/19,0,6/10/19,30,10,40,NA,NA,,,,,,,,,,,,,,,,
227-1,227,12,A,OAK,US,28.85,-80.9,8,F3,69,5/8/19,5/13/19,303,NA,5/27/19,5/29/19,223,6/8/19,6/9/19,0,6/10/19,71,223,294,NA,NA,,,,,,,,,,,,,,,,
228-1,228,12,A,PBS,US,26.67,-80.2,8,F3,52,5/8/19,5/13/19,178,NA,5/27/19,5/29/19,120,6/8/19,6/9/19,1,6/10/19,28,121,149,NA,NA,,,,,,,,,,,,,,,,
229-1,229,12,A,SAG,JP,33.25,130.3,8,F4,76,5/8/19,5/13/19,225,NA,5/27/19,5/29/19,2,6/8/19,6/9/19,0,6/10/19,177,2,179,NA,NA,,,,,,,,,,,,,,,,
230-1,230,12,A,SEN,JP,38.29,140.9,8,F3,66,5/8/19,5/13/19,0,NA,5/27/19,5/29/19,0,6/8/19,6/9/19,0,6/10/19,0,0,0,NA,NA,,,,,,,,,,,,,,,,
231-1,231,12,A,WAV,US,37.05,-77.1,8,F3,67,5/8/19,5/13/19,138,NA,5/27/19,5/29/19,2,6/8/19,6/9/19,1,6/10/19,103,3,106,NA,NA,,,,,,,,,,,,,,,,
232-1,232,13,A,BER,US,39.77,-74.9,8,F3,64,5/6/19,5/13/19,298,NA,5/28/19,5/30/19,1,6/8/19,6/9/19,1,6/10/19,273,2,275,NA,NA,,,,,,,,,,,,,,,,
233-1,233,13,A,BRU,US,31.13,-81.5,8,F3,63,5/6/19,5/13/19,599,NA,5/28/19,5/30/19,191,6/8/19,6/9/19,15,6/10/19,382,206,588,NA,NA,,,,,,,,,,,,,,,,
234-1,234,13,A,KAG,JP,31.6,130.6,8,F4,72,5/6/19,5/13/19,444,NA,5/28/19,5/30/19,29,6/8/19,6/9/19,1,6/10/19,381,30,411,NA,NA,,,,,,,,,,,,,,,,
235-1,235,13,A,KAN,JP,36.56,136.7,8,F3,58,5/6/19,5/13/19,364,NA,5/28/19,5/30/19,18,6/8/19,6/9/19,0,6/10/19,323,18,341,NA,NA,,,,,,,,,,,,,,,,
236-1,236,13,A,KYO,JP,35,135.8,8,F4,67,5/6/19,5/13/19,508,NA,5/28/19,5/30/19,8,6/8/19,6/9/19,0,6/10/19,442,8,450,high,number,hatched,in,bleach,NA,,,,,,,,,,,,
237-1,237,13,A,NVA,US,36.35,-78.4,8,F3,57,5/6/19,5/13/19,377,NA,5/28/19,5/30/19,11,6/8/19,6/9/19,5,6/10/19,330,16,346,NA,NA,,,,,,,,,,,,,,,,
238-1,238,13,A,OAK,US,28.85,-80.9,8,F3,69,5/6/19,5/13/19,549,NA,5/28/19,5/30/19,331,6/8/19,6/9/19,11,6/10/19,171,342,513,NA,NA,,,,,,,,,,,,,,,,
239-1,239,13,A,PBS,US,26.67,-80.2,8,F3,53,5/6/19,5/13/19,561,NA,5/28/19,5/30/19,477,6/8/19,6/9/19,9,6/10/19,20,486,506,NA,NA,,,,,,,,,,,,,,,,
240-1,240,13,A,SAG,JP,33.25,130.3,8,F4,77,5/6/19,5/13/19,612,NA,5/28/19,5/30/19,38,6/8/19,6/9/19,5,6/10/19,522,43,565,NA,NA,,,,,,,,,,,,,,,,
241-1,241,13,A,SEN,JP,38.29,140.9,8,F3,66,5/6/19,5/13/19,768,NA,5/28/19,5/30/19,5,6/8/19,6/9/19,0,6/10/19,699,5,704,NA,NA,,,,,,,,,,,,,,,,
242-1,242,13,A,WAV,US,37.05,-77.1,8,F3,67,5/6/19,5/13/19,164,NA,5/28/19,5/30/19,0,6/8/19,6/9/19,3,6/10/19,142,3,145,NA,NA,,,,,,,,,,,,,,,,
100-2,100,1,A,BER,US,39.77,-74.9,16,F3,64,5/7/19,5/15/19,168,n,5/31/19,6/2/19,109,6/11/19,6/12/19,11,6/13/19,1,120,121,NA,NA,,,,,,,,,,,,,,,,
101-2,101,1,A,BRU,US,31.13,-81.5,16,F3,63,5/7/19,5/15/19,87,n,5/31/19,6/2/19,55,6/11/19,6/12/19,0,6/13/19,0,55,55,NA,NA,,,,,,,,,,,,,,,,
102-2,102,1,A,KAG,JP,31.6,130.6,16,F4,74,5/7/19,5/15/19,180,n,5/31/19,6/2/19,120,6/11/19,6/12/19,12,6/13/19,9,132,141,NA,NA,,,,,,,,,,,,,,,,
103-2,103,1,A,KAN,JP,36.56,136.7,16,F3,58,5/7/19,5/15/19,279,n,5/31/19,6/2/19,183,6/11/19,6/12/19,1,6/13/19,1,184,185,NA,NA,,,,,,,,,,,,,,,,
104-2,104,1,A,KYO,JP,35,135.8,16,F4,67,5/7/19,5/15/19,194,n,5/31/19,6/2/19,117,6/11/19,6/12/19,6,6/13/19,30,123,153,NA,NA,,,,,,,,,,,,,,,,
105-2,105,1,A,NVA,US,36.35,-78.4,16,F3,56,5/7/19,5/15/19,215,n,5/31/19,6/2/19,135,6/11/19,6/12/19,5,6/13/19,3,140,143,NA,NA,,,,,,,,,,,,,,,,
106-2,106,1,A,OAK,US,28.85,-80.9,16,F3,71,5/7/19,5/15/19,188,n,5/31/19,6/2/19,113,6/11/19,6/12/19,8,6/13/19,0,121,121,NA,NA,,,,,,,,,,,,,,,,
107-2,107,1,A,PBS,US,26.67,-80.2,16,F3,56,5/7/19,5/15/19,28,n,5/31/19,6/2/19,15,6/11/19,6/12/19,0,6/13/19,0,15,15,NA,NA,,,,,,,,,,,,,,,,
108-2,108,1,A,SAG,JP,33.25,130.3,16,F4,78,5/7/19,5/15/19,159,n,5/31/19,6/2/19,116,6/11/19,6/12/19,1,6/13/19,1,117,118,NA,NA,,,,,,,,,,,,,,,,
109-2,109,1,A,SEN,JP,38.29,140.9,16,F3,60,5/7/19,5/15/19,267,n,5/31/19,6/2/19,168,6/11/19,6/12/19,7,6/13/19,3,175,178,NA,NA,,,,,,,,,,,,,,,,
110-2,110,1,A,WAV,US,37.05,-77.1,16,F3,66,5/7/19,5/15/19,371,n,5/31/19,6/2/19,219,6/11/19,6/12/19,2,6/13/19,1,221,222,NA,NA,,,,,,,,,,,,,,,,
111-2,111,2,A,BER,US,39.77,-74.9,13,F3,64,5/8/19,5/15/19,578,y,6/1/19,6/3/19,29,6/11/19,6/12/19,0,6/13/19,505,29,534,Lots,hatched,in,bleach,NA,,,,,,,,,,,,,
112-2,112,2,A,BRU,US,31.13,-81.5,13,F3,63,5/8/19,5/15/19,273,n,6/1/19,6/3/19,109,6/11/19,6/12/19,12,6/13/19,60,121,181,NA,NA,,,,,,,,,,,,,,,,
113-2,113,2,A,KAG,JP,31.6,130.6,13,F4,74,5/8/19,5/15/19,260,n,6/1/19,6/3/19,15,6/11/19,6/12/19,21,6/13/19,196,36,232,NA,NA,,,,,,,,,,,,,,,,
114-2,114,2,A,KAN,JP,36.56,136.7,13,F3,58,5/8/19,5/15/19,450,y,6/1/19,6/3/19,6,6/11/19,6/12/19,9,6/13/19,401,15,416,NA,NA,,,,,,,,,,,,,,,,
115-2,115,2,A,KYO,JP,35,135.8,13,F4,67,5/8/19,5/15/19,301,n,6/1/19,6/3/19,0,6/11/19,6/12/19,7,6/13/19,276,7,283,NA,NA,,,,,,,,,,,,,,,,
116-2,116,2,A,NVA,US,36.35,-78.4,13,F3,57,5/8/19,5/15/19,97,n,6/1/19,6/3/19,8,6/11/19,6/12/19,2,6/13/19,74,10,84,NA,NA,,,,,,,,,,,,,,,,
117-2,117,2,A,OAK,US,28.85,-80.9,13,F3,70,5/8/19,5/15/19,312,n,6/1/19,6/3/19,216,6/11/19,6/12/19,3,6/13/19,45,219,264,NA,NA,,,,,,,,,,,,,,,,
118-2,118,2,A,PBS,US,26.67,-80.2,13,F3,54,5/8/19,5/15/19,149,n,6/1/19,6/3/19,114,6/11/19,6/12/19,0,6/13/19,2,114,116,NA,NA,,,,,,,,,,,,,,,,
119-2,119,2,A,SAG,JP,33.25,130.3,13,F4,76,5/8/19,5/15/19,174,n,6/1/19,6/3/19,10,6/11/19,6/12/19,4,6/13/19,150,14,164,NA,NA,,,,,,,,,,,,,,,,
120-2,120,2,A,SEN,JP,38.29,140.9,13,F3,66,5/8/19,5/15/19,551,y,6/1/19,6/3/19,26,6/11/19,6/12/19,0,6/13/19,490,26,516,NA,NA,,,,,,,,,,,,,,,,
121-2,121,2,A,WAV,US,37.05,-77.1,13,F3,65,5/8/19,5/15/19,437,n,6/1/19,6/3/19,8,6/11/19,6/12/19,10,6/13/19,374,18,392,NA,NA,,,,,,,,,,,,,,,,
122-2,122,3,A,BER,US,39.77,-74.9,12.75,F3,64,5/6/19,5/15/19,148,n,5/31/19,6/2/19,15,6/11/19,6/12/19,0,6/13/19,90,15,105,NA,NA,,,,,,,,,,,,,,,,
123-2,123,3,A,BRU,US,31.13,-81.5,12.75,F3,62,5/6/19,5/15/19,177,n,5/31/19,6/2/19,53,6/11/19,6/12/19,1,6/13/19,97,54,151,NA,NA,,,,,,,,,,,,,,,,
124-2,124,3,A,KAG,JP,31.6,130.6,12.75,F4,74,5/6/19,5/15/19,107,n,5/31/19,6/2/19,4,6/11/19,6/12/19,0,6/13/19,73,4,77,NA,NA,,,,,,,,,,,,,,,,
125-2,125,3,A,KAN,JP,36.56,136.7,12.75,F3,56,5/6/19,5/15/19,115,n,5/31/19,6/2/19,1,6/11/19,6/12/19,0,6/13/19,104,1,105,NA,NA,,,,,,,,,,,,,,,,
126-2,126,3,A,KYO,JP,35,135.8,12.75,F4,66,5/6/19,5/15/19,209,n,5/31/19,6/2/19,1,6/11/19,6/12/19,0,6/13/19,193,1,194,NA,NA,,,,,,,,,,,,,,,,
127-2,127,3,A,NVA,US,36.35,-78.4,12.75,F3,57,5/6/19,5/15/19,238,n,5/31/19,6/2/19,6,6/11/19,6/12/19,0,6/13/19,195,6,201,NA,NA,,,,,,,,,,,,,,,,
128-2,128,3,A,OAK,US,28.85,-80.9,12.75,F3,69,5/6/19,5/15/19,197,n,5/31/19,6/2/19,116,6/11/19,6/12/19,0,6/13/19,8,116,124,NA,NA,,,,,,,,,,,,,,,,
129-2,129,3,A,PBS,US,26.67,-80.2,12.75,F3,56,5/6/19,5/15/19,41,n,5/31/19,6/2/19,29,6/11/19,6/12/19,4,6/13/19,1,33,34,NA,NA,,,,,,,,,,,,,,,,
130-2,130,3,A,SAG,JP,33.25,130.3,12.75,F4,69,5/6/19,5/15/19,408,n,5/31/19,6/2/19,43,6/11/19,6/12/19,1,6/13/19,342,44,386,Lots,fell,off,paper,NA,,,,,,,,,,,,,
131-2,131,3,A,SEN,JP,38.29,140.9,12.75,F3,62,5/6/19,5/15/19,69,n,5/31/19,6/2/19,1,6/11/19,6/12/19,0,6/13/19,56,1,57,NA,NA,,,,,,,,,,,,,,,,
132-2,132,3,A,WAV,US,37.05,-77.1,12.75,F3,64,5/6/19,5/15/19,201,n,5/31/19,6/2/19,3,6/11/19,6/12/19,0,6/13/19,158,3,161,NA,NA,,,,,,,,,,,,,,,,
133-2,133,4,A,BER,US,39.77,-74.9,14.5,F3,63,5/6/19,5/15/19,47,n,6/1/19,6/3/19,25,6/11/19,6/12/19,0,6/13/19,0,25,25,NA,NA,,,,,,,,,,,,,,,,
134-2,134,4,A,BRU,US,31.13,-81.5,14.5,F3,62,5/6/19,5/15/19,228,n,6/1/19,6/3/19,143,6/11/19,6/12/19,24,6/13/19,0,167,167,Got,wet,after,h1,NA,,,,,,,,,,,,,
135-2,135,4,A,KAG,JP,31.6,130.6,14.5,F4,73,5/6/19,5/15/19,198,n,6/1/19,6/3/19,126,6/11/19,6/12/19,23,6/13/19,3,149,152,NA,NA,,,,,,,,,,,,,,,,
136-2,136,4,A,KAN,JP,36.56,136.7,14.5,F3,56,5/6/19,5/15/19,30,n,6/1/19,6/3/19,18,6/11/19,6/12/19,0,6/13/19,0,18,18,NA,NA,,,,,,,,,,,,,,,,
137-2,137,4,A,KYO,JP,35,135.8,14.5,F4,66,5/6/19,5/15/19,78,n,6/1/19,6/3/19,55,6/11/19,6/12/19,1,6/13/19,0,56,56,NA,NA,,,,,,,,,,,,,,,,
138-2,138,4,A,NVA,US,36.35,-78.4,14.5,F3,56,5/6/19,5/15/19,56,n,6/1/19,6/3/19,42,6/11/19,6/12/19,0,6/13/19,1,42,43,NA,NA,,,,,,,,,,,,,,,,
139-2,139,4,A,OAK,US,28.85,-80.9,14.5,F3,72,5/6/19,5/15/19,85,n,6/1/19,6/3/19,74,6/11/19,6/12/19,0,6/13/19,0,74,74,NA,NA,,,,,,,,,,,,,,,,
140-2,140,4,A,PBS,US,26.67,-80.2,14.5,F3,56,5/6/19,5/15/19,34,n,6/1/19,6/3/19,27,6/11/19,6/12/19,0,6/13/19,0,27,27,NA,NA,,,,,,,,,,,,,,,,
141-2,141,4,A,SAG,JP,33.25,130.3,14.5,F4,78,5/6/19,5/15/19,376,n,6/1/19,6/3/19,209,6/11/19,6/12/19,2,6/13/19,2,211,213,NA,NA,,,,,,,,,,,,,,,,
142-2,142,4,A,SEN,JP,38.29,140.9,14.5,F3,62,5/6/19,5/15/19,91,n,6/1/19,6/3/19,75,6/11/19,6/12/19,0,6/13/19,1,75,76,NA,NA,,,,,,,,,,,,,,,,
143-2,143,4,A,WAV,US,37.05,-77.1,14.5,F3,67,5/6/19,5/15/19,46,n,6/1/19,6/3/19,38,6/11/19,6/12/19,0,6/13/19,0,38,38,NA,NA,,,,,,,,,,,,,,,,
144-2,144,5,A,BER,US,39.77,-74.9,13.25,F3,66,5/6/19,5/15/19,88,n,5/31/19,6/2/19,13,6/11/19,6/12/19,0,6/13/19,60,13,73,NA,NA,,,,,,,,,,,,,,,,
145-2,145,5,A,BRU,US,31.13,-81.5,13.25,F3,65,5/6/19,5/15/19,219,n,5/31/19,6/2/19,123,6/11/19,6/12/19,2,6/13/19,17,125,142,NA,NA,,,,,,,,,,,,,,,,
146-2,146,5,A,KAG,JP,31.6,130.6,13.25,F4,72,5/6/19,5/15/19,122,n,5/31/19,6/2/19,13,6/11/19,6/12/19,5,6/13/19,75,18,93,NA,NA,,,,,,,,,,,,,,,,
147-2,147,5,A,KAN,JP,36.56,136.7,13.25,F3,53,5/6/19,5/15/19,173,n,5/31/19,6/2/19,22,6/11/19,6/12/19,1,6/13/19,125,23,148,NA,NA,,,,,,,,,,,,,,,,
148-2,148,5,A,KYO,JP,35,135.8,13.25,F4,63,5/6/19,5/15/19,110,n,5/31/19,6/2/19,8,6/11/19,6/12/19,0,6/13/19,92,8,100,NA,NA,,,,,,,,,,,,,,,,
149-2,149,5,A,NVA,US,36.35,-78.4,13.25,F3,56,5/6/19,5/15/19,186,n,5/31/19,6/2/19,7,6/11/19,6/12/19,0,6/13/19,157,7,164,NA,NA,,,,,,,,,,,,,,,,
150-2,150,5,A,OAK,US,28.85,-80.9,13.25,F3,69,5/6/19,5/15/19,316,n,5/31/19,6/2/19,218,6/11/19,6/12/19,24,6/13/19,1,242,243,NA,NA,,,,,,,,,,,,,,,,
151-2,151,5,A,PBS,US,26.67,-80.2,13.25,F3,56,5/6/19,5/15/19,78,n,5/31/19,6/2/19,25,6/11/19,6/12/19,5,6/13/19,0,30,30,NA,NA,,,,,,,,,,,,,,,,
152-2,152,5,A,SAG,JP,33.25,130.3,13.25,F4,76,5/6/19,5/15/19,241,n,5/31/19,6/2/19,85,6/11/19,6/12/19,0,6/13/19,145,85,230,NA,NA,,,,,,,,,,,,,,,,
153-2,153,5,A,SEN,JP,38.29,140.9,13.25,F3,65,5/6/19,5/15/19,400,n,5/31/19,6/2/19,26,6/11/19,6/12/19,1,6/13/19,338,27,365,NA,NA,,,,,,,,,,,,,,,,
154-2,154,5,A,WAV,US,37.05,-77.1,13.25,F3,69,5/6/19,5/15/19,51,n,5/31/19,6/2/19,16,6/11/19,6/12/19,1,6/13/19,24,17,41,NA,NA,,,,,,,,,,,,,,,,
155-2,155,6,A,BER,US,39.77,-74.9,12.5,F3,63,5/7/19,5/15/19,253,n,6/1/19,6/3/19,1,6/11/19,6/12/19,0,6/13/19,198,1,199,Many,fell,off,NA,,,,,,,,,,,,,,
156-2,156,6,A,BRU,US,31.13,-81.5,12.5,F3,62,5/7/19,5/15/19,321,n,6/1/19,6/3/19,69,6/11/19,6/12/19,11,6/13/19,223,80,303,NA,NA,,,,,,,,,,,,,,,,
157-2,157,6,A,KAG,JP,31.6,130.6,12.5,F4,72,5/7/19,5/15/19,291,n,6/1/19,6/3/19,5,6/11/19,6/12/19,5,6/13/19,231,10,241,NA,NA,,,,,,,,,,,,,,,,
158-2,158,6,A,KAN,JP,36.56,136.7,12.5,F3,57,5/7/19,5/15/19,387,n,6/1/19,6/3/19,2,6/11/19,6/12/19,0,6/13/19,333,2,335,Lots,hatched,in,bleach,NA,,,,,,,,,,,,,
159-2,159,6,A,KYO,JP,35,135.8,12.5,F4,65,5/7/19,5/15/19,252,n,6/1/19,6/3/19,0,6/11/19,6/12/19,0,6/13/19,191,0,191,NA,NA,,,,,,,,,,,,,,,,
160-2,160,6,A,NVA,US,36.35,-78.4,12.5,F3,57,5/7/19,5/15/19,294,n,6/1/19,6/3/19,0,6/11/19,6/12/19,0,6/13/19,272,0,272,NA,NA,,,,,,,,,,,,,,,,
161-2,161,6,A,OAK,US,28.85,-80.9,12.5,F3,69,5/7/19,5/15/19,250,n,6/1/19,6/3/19,156,6/11/19,6/12/19,16,6/13/19,44,172,216,NA,NA,,,,,,,,,,,,,,,,
162-2,162,6,A,PBS,US,26.67,-80.2,12.5,F3,53,5/7/19,5/15/19,74,n,6/1/19,6/3/19,53,6/11/19,6/12/19,9,6/13/19,0,62,62,NA,NA,,,,,,,,,,,,,,,,
163-2,163,6,A,SAG,JP,33.25,130.3,12.5,F4,76,5/7/19,5/15/19,202,n,6/1/19,6/3/19,6,6/11/19,6/12/19,0,6/13/19,187,6,193,NA,NA,,,,,,,,,,,,,,,,
164-2,164,6,A,SEN,JP,38.29,140.9,12.5,F3,66,5/7/19,5/15/19,463,n,6/1/19,6/3/19,0,6/11/19,6/12/19,3,6/13/19,386,3,389,NA,NA,,,,,,,,,,,,,,,,
165-2,165,6,A,WAV,US,37.05,-77.1,12.5,F3,64,5/7/19,5/15/19,262,n,6/1/19,6/3/19,0,6/11/19,6/12/19,0,6/13/19,229,0,229,NA,NA,,,,,,,,,,,,,,,,
166-2,166,7,A,BER,US,39.77,-74.9,14.25,F3,64,5/6/19,5/15/19,22,n,5/31/19,6/2/19,10,6/11/19,6/12/19,0,6/13/19,0,10,10,NA,NA,,,,,,,,,,,,,,,,
167-2,167,7,A,BRU,US,31.13,-81.5,14.25,F3,64,5/6/19,5/15/19,53,n,5/31/19,6/2/19,28,6/11/19,6/12/19,0,6/13/19,0,28,28,NA,NA,,,,,,,,,,,,,,,,
168-2,168,7,A,KAG,JP,31.6,130.6,14.25,F4,73,5/6/19,5/15/19,126,n,5/31/19,6/2/19,69,6/11/19,6/12/19,0,6/13/19,6,69,75,NA,NA,,,,,,,,,,,,,,,,
169-2,169,7,A,KAN,JP,36.56,136.7,14.25,F3,55,5/6/19,5/15/19,113,n,5/31/19,6/2/19,64,6/11/19,6/12/19,2,6/13/19,1,66,67,NA,NA,,,,,,,,,,,,,,,,
170-2,170,7,A,KYO,JP,35,135.8,14.25,F4,66,5/6/19,5/15/19,287,n,5/31/19,6/2/19,229,6/11/19,6/12/19,6,6/13/19,2,235,237,NA,NA,,,,,,,,,,,,,,,,
171-2,171,7,A,NVA,US,36.35,-78.4,14.25,F3,57,5/6/19,5/15/19,51,n,5/31/19,6/2/19,40,6/11/19,6/12/19,0,6/13/19,0,40,40,NA,NA,,,,,,,,,,,,,,,,
172-2,172,7,A,OAK,US,28.85,-80.9,14.25,F3,71,5/6/19,5/15/19,129,n,5/31/19,6/2/19,71,6/11/19,6/12/19,0,6/13/19,0,71,71,NA,NA,,,,,,,,,,,,,,,,
173-2,173,7,A,PBS,US,26.67,-80.2,14.25,F3,57,5/6/19,5/15/19,24,n,5/31/19,6/2/19,15,6/11/19,6/12/19,0,6/13/19,0,15,15,NA,NA,,,,,,,,,,,,,,,,
174-2,174,7,A,SAG,JP,33.25,130.3,14.25,F4,76,5/6/19,5/15/19,399,n,5/31/19,6/2/19,300,6/11/19,6/12/19,1,6/13/19,0,301,301,NA,NA,,,,,,,,,,,,,,,,
175-2,175,7,A,SEN,JP,38.29,140.9,14.25,F3,65,5/6/19,5/15/19,130,n,5/31/19,6/2/19,95,6/11/19,6/12/19,1,6/13/19,3,96,99,NA,NA,,,,,,,,,,,,,,,,
176-2,176,7,A,WAV,US,37.05,-77.1,14.25,F3,64,5/6/19,5/15/19,83,n,5/31/19,6/2/19,68,6/11/19,6/12/19,0,6/13/19,0,68,68,NA,NA,,,,,,,,,,,,,,,,
177-2,177,8,A,BER,US,39.77,-74.9,13.5,F3,65,5/8/19,5/15/19,364,n,6/1/19,6/3/19,70,6/11/19,6/12/19,27,6/13/19,191,97,288,NA,NA,,,,,,,,,,,,,,,,
178-2,178,8,A,BRU,US,31.13,-81.5,13.5,F3,66,5/8/19,5/15/19,302,n,6/1/19,6/3/19,168,6/11/19,6/12/19,0,6/13/19,0,168,168,NA,NA,,,,,,,,,,,,,,,,
179-2,179,8,A,KAG,JP,31.6,130.6,13.5,F4,71,5/8/19,5/15/19,349,n,6/1/19,6/3/19,155,6/11/19,6/12/19,17,6/13/19,82,172,254,NA,NA,,,,,,,,,,,,,,,,
180-2,180,8,A,KAN,JP,36.56,136.7,13.5,F3,54,5/8/19,5/15/19,492,y,6/1/19,6/3/19,73,6/11/19,6/12/19,8,6/13/19,360,81,441,Didn,t,mark,up,paper,NA,,,,,,,,,,,,
181-2,181,8,A,KYO,JP,35,135.8,13.5,F4,63,5/8/19,5/15/19,472,y,6/1/19,6/3/19,72,6/11/19,6/12/19,59,6/13/19,381,131,512,NA,NA,,,,,,,,,,,,,,,,
182-2,182,8,A,NVA,US,36.35,-78.4,13.5,F3,54,5/8/19,5/15/19,422,n,6/1/19,6/3/19,46,6/11/19,6/12/19,32,6/13/19,222,78,300,NA,NA,,,,,,,,,,,,,,,,
183-2,183,8,A,OAK,US,28.85,-80.9,13.5,F3,68,5/8/19,5/15/19,279,n,6/1/19,6/3/19,227,6/11/19,6/12/19,3,6/13/19,3,230,233,NA,NA,,,,,,,,,,,,,,,,
184-2,184,8,A,PBS,US,26.67,-80.2,13.5,F3,54,5/8/19,5/15/19,282,n,6/1/19,6/3/19,109,6/11/19,6/12/19,41,6/13/19,1,150,151,NA,NA,,,,,,,,,,,,,,,,
185-2,185,8,A,SAG,JP,33.25,130.3,13.5,F4,76,5/8/19,5/15/19,366,y,6/1/19,6/3/19,48,6/11/19,6/12/19,79,6/13/19,167,127,294,NA,NA,,,,,,,,,,,,,,,,
186-2,186,8,A,SEN,JP,38.29,140.9,13.5,F3,65,5/8/19,5/15/19,187,n,6/1/19,6/3/19,7,6/11/19,6/12/19,0,6/13/19,170,7,177,NA,NA,,,,,,,,,,,,,,,,
187-2,187,8,A,WAV,US,37.05,-77.1,13.5,F3,64,5/8/19,5/15/19,288,n,6/1/19,6/3/19,48,6/11/19,6/12/19,0,6/13/19,173,48,221,NA,NA,,,,,,,,,,,,,,,,
188-2,188,9,A,BER,US,39.77,-74.9,12,F3,66,5/8/19,5/15/19,279,n,5/31/19,6/2/19,0,6/11/19,6/12/19,1,6/13/19,249,1,250,NA,NA,,,,,,,,,,,,,,,,
189-2,189,9,A,BRU,US,31.13,-81.5,12,F3,63,5/8/19,5/15/19,460,n,5/31/19,6/2/19,31,6/11/19,6/12/19,1,6/13/19,380,32,412,NA,NA,,,,,,,,,,,,,,,,
190-2,190,9,A,KAG,JP,31.6,130.6,12,F4,73,5/8/19,5/15/19,476,n,5/31/19,6/2/19,8,6/11/19,6/12/19,0,6/13/19,457,8,465,Lots,hatched,in,bleach,NA,,,,,,,,,,,,,
191-2,191,9,A,KAN,JP,36.56,136.7,12,F3,57,5/8/19,5/15/19,642,y,5/31/19,6/2/19,10,6/11/19,6/12/19,16,6/13/19,471,26,497,"MANY hatched in bleach, not sure about this one",NA,,,,,,,,,,,,,,,,
192-2,192,9,A,KYO,JP,35,135.8,12,F4,65,5/8/19,5/15/19,412,y,5/31/19,6/2/19,9,6/11/19,6/12/19,1,6/13/19,381,10,391,NA,NA,,,,,,,,,,,,,,,,
193-2,193,9,A,NVA,US,36.35,-78.4,12,F3,57,5/8/19,5/15/19,373,y,5/31/19,6/2/19,3,6/11/19,6/12/19,3,6/13/19,312,6,318,Got,wet,after,h1,NA,,,,,,,,,,,,,
194-2,194,9,A,OAK,US,28.85,-80.9,12,F3,68,5/8/19,5/15/19,497,y,5/31/19,6/2/19,209,6/11/19,6/12/19,85,6/13/19,181,294,475,Didn,t,mark,up,paper,NA,,,,,,,,,,,,
195-2,195,9,A,PBS,US,26.67,-80.2,12,F3,56,5/8/19,5/15/19,429,n,5/31/19,6/2/19,260,6/11/19,6/12/19,94,6/13/19,15,354,369,NA,NA,,,,,,,,,,,,,,,,
196-2,196,9,A,SAG,JP,33.25,130.3,12,F4,77,5/8/19,5/15/19,575,n,5/31/19,6/2/19,0,6/11/19,6/12/19,0,6/13/19,557,0,557,NA,NA,,,,,,,,,,,,,,,,
197-2,197,9,A,SEN,JP,38.29,140.9,12,F3,66,5/8/19,5/15/19,411,n,5/31/19,6/2/19,5,6/11/19,6/12/19,0,6/13/19,372,5,377,Many,fell,off,paper,NA,,,,,,,,,,,,,
198-2,198,9,A,WAV,US,37.05,-77.1,12,F3,64,5/8/19,5/15/19,325,n,5/31/19,6/2/19,4,6/11/19,6/12/19,0,6/13/19,194,4,198,Spilled,some,-,didn,t,find,larvae,in,spill,and,lots,hatched,in,bleach,NA,,,
199-2,199,10,A,BER,US,39.77,-74.9,14,F3,64,5/7/19,5/15/19,235,n,6/1/19,6/3/19,162,6/11/19,6/12/19,2,6/13/19,32,164,196,NA,NA,,,,,,,,,,,,,,,,
